SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AVG_NOTE
253985,False,Cash loans,F,N,Y,1,157500.0,675000.0,21775.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.032561,-13437,-2001,-2788.0,-4158,,True,True,False,True,False,False,,3.0,1,1,SATURDAY,16,False,False,False,False,False,False,Business Entity Type 3,0.5763467671882512,0.4946882608551199,0.7121551551910698,0.2206,0.1476,0.9861,0.8096,0.0647,0.16,0.069,0.4583,0.0417,0.1293,0.1799,0.1188,0.0,0.0,0.2248,0.1532,0.9861,0.8171,0.0653,0.1611,0.069,0.4583,0.0417,0.1323,0.1965,0.1238,0.0,0.0,0.2228,0.1476,0.9861,0.8121,0.0651,0.16,0.069,0.4583,0.0417,0.1316,0.183,0.121,0.0,0.0,reg oper account,block of flats,0.1648,Panel,No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,2.0,0.0,0.5943967277448136
250169,False,Cash loans,F,N,Y,0,225000.0,601470.0,30838.5,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.020713,-20338,365243,-46.0,-3836,,True,False,False,True,False,False,,1.0,3,2,TUESDAY,14,False,False,False,False,False,False,XNA,0.5427543194324218,0.0048636194597081,0.6577838002083306,0.0722,0.0763,0.9776,0.6940000000000001,0.0098,0.0,0.1379,0.1667,0.2083,0.049,0.0588,0.0672,0.0,0.0,0.0735,0.0792,0.9777,0.706,0.0099,0.0,0.1379,0.1667,0.2083,0.0501,0.0643,0.0701,0.0,0.0,0.0729,0.0763,0.9776,0.6981,0.0098,0.0,0.1379,0.1667,0.2083,0.0498,0.0599,0.0684,0.0,0.0,reg oper account,block of flats,0.0582,Panel,No,0.0,0.0,0.0,0.0,-168.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,1.0,0.0,1.0,0.40180057970015354
194079,False,Cash loans,F,N,Y,0,180000.0,780363.0,33192.0,697500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-22065,365243,-14162.0,-5045,,True,False,False,True,False,False,,2.0,1,1,WEDNESDAY,14,False,False,False,False,False,False,XNA,,0.6784110785166323,0.5567274263630174,0.0041,0.0158,0.9727,,,0.0,0.1379,0.0,,,,,,,0.0042,0.0164,0.9727,,,0.0,0.1379,0.0,,,,,,,0.0042,0.0158,0.9727,,,0.0,0.1379,0.0,,,,,,,,block of flats,0.0021,"Stone, brick",No,16.0,0.0,16.0,0.0,-2755.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.6175692524398249
256435,True,Cash loans,M,Y,N,1,157500.0,207306.0,10984.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-13102,-2387,-207.0,-3801,17.0,True,True,False,True,False,False,Laborers,3.0,2,2,FRIDAY,6,False,False,False,False,False,False,Business Entity Type 3,,0.6082237852473698,0.7194907850918436,0.1557,0.1068,0.9851,0.7959999999999999,0.0728,0.16,0.1379,0.3333,0.375,0.0477,0.1269,0.1447,0.0,0.0,0.1586,0.1108,0.9851,0.804,0.0735,0.1611,0.1379,0.3333,0.375,0.0488,0.1387,0.1507,0.0,0.0,0.1572,0.1068,0.9851,0.7987,0.0733,0.16,0.1379,0.3333,0.375,0.0486,0.1291,0.1473,0.0,0.0,reg oper account,block of flats,0.1138,Panel,No,1.0,0.0,1.0,0.0,-1818.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.6638572851696067
227760,False,Revolving loans,F,Y,Y,0,99000.0,135000.0,6750.0,135000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.022625,-16106,-2436,-7774.0,-1667,2.0,True,True,True,True,True,False,Laborers,2.0,2,2,SATURDAY,14,False,False,False,False,False,False,Industry: type 9,,0.7769745431861613,0.7165702448010511,0.0309,,0.9896,0.8572,,,0.069,0.1667,,,,0.0188,,,0.0315,,0.9896,0.8628,,,0.069,0.1667,,,,0.0196,,,0.0312,,0.9896,0.8591,,,0.069,0.1667,,,,0.0191,,,reg oper account,block of flats,0.0244,Panel,No,13.0,0.0,13.0,0.0,-1958.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7467723939936062
318855,True,Cash loans,M,N,N,0,157500.0,99000.0,4945.5,99000.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-20750,-705,-3684.0,-4044,,True,True,False,True,False,False,,2.0,2,2,SUNDAY,8,False,False,False,False,False,False,Business Entity Type 3,,0.3420278293317465,,,,0.9806,,,,,,,,,,,,,,0.9806,,,,,,,,,,,,,,0.9806,,,,,,,,,,,,,,0.0525,,No,0.0,0.0,0.0,0.0,-254.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,0.3420278293317465
361486,True,Cash loans,F,N,Y,0,112500.0,550489.5,19903.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-19681,-6450,-7161.0,-3169,,True,True,False,True,False,True,Low-skill Laborers,2.0,2,2,MONDAY,14,False,False,False,False,True,True,Business Entity Type 1,0.7930710778177507,0.6525121484955898,0.7826078370261895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.7427303544465099
252629,True,Cash loans,M,N,N,1,112500.0,444420.0,22819.5,337500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.009549,-13426,-494,-4222.0,-4224,,True,True,False,True,False,False,Laborers,2.0,2,2,TUESDAY,12,False,False,False,True,True,False,Business Entity Type 3,,0.5691387455564032,0.5762088360175724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1542.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5726737907869879
184901,False,Cash loans,M,Y,Y,0,180000.0,263686.5,25038.0,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-19299,-553,-7285.0,-1685,15.0,True,True,False,True,False,False,Laborers,2.0,2,2,MONDAY,13,False,False,False,False,False,False,Business Entity Type 3,0.6038286947766274,0.2217914024436624,0.7091891096653581,0.1387,0.1507,0.9762,0.6736,0.0211,0.0,0.3103,0.1667,,0.0292,,0.1303,,0.0022,0.0945,0.1046,0.9762,0.6864,0.0141,0.0,0.2069,0.1667,,0.02,,0.0917,,0.0,0.14,0.1507,0.9762,0.6779999999999999,0.0213,0.0,0.3103,0.1667,,0.0297,,0.1326,,0.0022,reg oper account,block of flats,0.0692,Panel,No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5116030689618826
311336,True,Cash loans,F,N,Y,1,157500.0,331834.5,14746.5,252000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-11989,-1511,-5314.0,-4678,,True,True,False,True,False,False,High skill tech staff,3.0,2,2,WEDNESDAY,15,False,False,False,False,False,False,Other,0.379898154487866,0.5004009668267098,0.3031463744186309,0.0412,0.072,0.9727,0.626,0.0306,0.0,0.1379,0.125,0.1667,0.0133,0.0336,0.0461,0.0,0.0,0.042,0.0747,0.9727,0.6406,0.0309,0.0,0.1379,0.125,0.1667,0.0136,0.0367,0.048,0.0,0.0,0.0416,0.072,0.9727,0.631,0.0308,0.0,0.1379,0.125,0.1667,0.0135,0.0342,0.0469,0.0,0.0,reg oper account,block of flats,0.0369,"Stone, brick",No,11.0,0.0,11.0,0.0,-1320.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.39448183191106895
143998,False,Cash loans,F,N,Y,1,360000.0,1350000.0,37125.0,1350000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-16178,-4380,-7254.0,-4728,,True,True,False,True,True,False,High skill tech staff,3.0,1,1,FRIDAY,16,False,False,False,False,False,False,Business Entity Type 3,0.5709636373712889,0.7678729129358295,0.6848276586890367,0.5093,0.3035,0.9901,0.8640000000000001,0.3089,0.72,0.3103,0.5417,0.5833,0.0,0.4152,0.3129,0.0,0.0395,0.5189,0.3149,0.9901,0.8693,0.3117,0.725,0.3103,0.5417,0.5833,0.0,0.4536,0.326,0.0,0.0418,0.5142,0.3035,0.9901,0.8658,0.3109,0.72,0.3103,0.5417,0.5833,0.0,0.4224,0.3185,0.0,0.0403,reg oper account,block of flats,0.4337,Panel,No,0.0,0.0,0.0,0.0,-410.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,5.0,0.0,4.0,0.6745547363320515
166759,False,Cash loans,F,N,N,0,121500.0,284400.0,13257.0,225000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,With parents,0.030755,-9741,-331,-4509.0,-2390,,True,True,True,True,True,False,,1.0,2,2,WEDNESDAY,20,False,False,False,False,False,False,Business Entity Type 3,,0.366847846603272,0.5832379256761245,0.1495,0.1115,0.9821,0.7552,0.0,0.16,0.1379,0.3333,0.375,0.0337,0.121,0.1506,0.0039,0.0065,0.1523,0.1158,0.9821,0.7648,0.0,0.1611,0.1379,0.3333,0.375,0.0345,0.1322,0.1569,0.0039,0.0069,0.1509,0.1115,0.9821,0.7585,0.0,0.16,0.1379,0.3333,0.375,0.0343,0.1231,0.1533,0.0039,0.0067,reg oper account,block of flats,0.1206,"Stone, brick",No,0.0,0.0,0.0,0.0,-142.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.47504288613969825
254921,True,Cash loans,M,N,Y,0,270000.0,1247121.0,40360.5,1089000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.006629,-12010,-2863,-6075.0,-3150,,True,True,False,True,False,False,Laborers,1.0,2,2,THURSDAY,8,False,False,False,False,False,False,Other,,0.7629729823888425,0.5424451438613613,0.1237,0.1767,0.9856,0.8028,0.0397,0.0,0.2241,0.1667,0.125,0.1212,0.0988,0.1391,0.0097,0.0094,0.1061,0.1382,0.9856,0.8105,0.0342,0.0,0.1724,0.1667,0.0417,0.0903,0.0882,0.1176,0.0,0.0,0.1249,0.1767,0.9856,0.8054,0.0399,0.0,0.2241,0.1667,0.125,0.1233,0.1005,0.1416,0.0097,0.0096,reg oper account,block of flats,0.1572,Panel,No,3.0,0.0,3.0,0.0,-1860.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,4.0,0.6527090631251019
168689,False,Cash loans,M,Y,Y,1,220500.0,213156.0,8163.0,139500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-17879,-1107,-5859.0,-1402,6.0,True,True,False,True,False,False,Security staff,3.0,1,1,FRIDAY,10,False,True,True,False,False,False,Security,,0.7476103770682498,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1685.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,1.0,3.0,0.6835690425597023
106689,False,Cash loans,F,N,N,0,135000.0,251091.0,24214.5,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.02461,-21149,365243,-12563.0,-4621,,True,False,False,True,True,False,,1.0,2,2,WEDNESDAY,9,False,False,False,False,False,False,XNA,,0.6857560185547517,0.8482442999507556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,7.0,0.0,1.0,0.7670001592527536
135375,False,Revolving loans,F,N,Y,3,90000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.005313,-14351,-744,-2884.0,-4878,,True,True,True,True,False,False,Laborers,4.0,2,2,MONDAY,16,False,False,False,False,True,True,Industry: type 2,,0.4166355741764582,0.7295666907060153,0.033,0.0,0.9737,0.6396,0.0021,0.0,0.069,0.125,0.1667,0.0088,0.0269,0.025,0.0,0.0,0.0336,0.0,0.9737,0.6537,0.0021,0.0,0.069,0.125,0.1667,0.009,0.0294,0.0261,0.0,0.0,0.0333,0.0,0.9737,0.6444,0.0021,0.0,0.069,0.125,0.1667,0.009,0.0274,0.0255,0.0,0.0,reg oper account,block of flats,0.0208,Panel,No,0.0,0.0,0.0,0.0,-18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.5731011324412367
145690,True,Cash loans,F,N,N,1,157500.0,521280.0,31500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0038179999999999,-10182,-886,-379.0,-1898,,True,True,False,True,True,False,Sales staff,3.0,2,2,TUESDAY,7,False,False,False,False,False,False,Self-employed,,0.3516329059951345,0.1664055461839363,0.0907,,0.9781,,,,,,,,,,,,0.0924,,0.9782,,,,,,,,,,,,0.0916,,0.9781,,,,,,,,,,,,,block of flats,0.0682,Panel,No,0.0,0.0,0.0,0.0,-771.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,4.0,0.2590192260895354
334190,True,Cash loans,F,N,Y,1,90000.0,508495.5,24592.5,454500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-9625,-187,-3075.0,-2302,,True,True,False,True,False,False,High skill tech staff,3.0,2,2,WEDNESDAY,8,False,False,False,False,True,True,Industry: type 3,,0.1530681258384703,0.7032033049040319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.4281357153712511
187084,True,Cash loans,F,N,Y,0,90000.0,284400.0,16456.5,225000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.01885,-11273,-1502,-3386.0,-3386,,True,True,False,True,False,False,Sales staff,2.0,2,2,TUESDAY,11,False,False,False,True,True,False,Business Entity Type 3,,0.4479603009107183,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,-693.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,2.0,0.5971302569805447
148929,False,Cash loans,F,Y,Y,0,225000.0,942300.0,27679.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,-15512,-422,-4198.0,-4936,11.0,True,True,False,True,False,False,Sales staff,1.0,2,2,WEDNESDAY,9,False,False,False,False,False,False,Self-employed,0.456988043386904,0.4507252020502004,0.4578995512067301,0.1423,0.0421,0.9851,0.7959999999999999,0.0,0.04,0.0345,0.3333,0.375,0.0702,0.1152,0.031,0.0039,0.0139,0.145,0.0437,0.9851,0.804,0.0,0.0403,0.0345,0.3333,0.375,0.0718,0.1258,0.0323,0.0039,0.0148,0.1436,0.0421,0.9851,0.7987,0.0,0.04,0.0345,0.3333,0.375,0.0715,0.1171,0.0315,0.0039,0.0142,reg oper account,specific housing,0.0752,"Stone, brick",No,1.0,0.0,1.0,0.0,-2761.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.45520426554794485
218983,False,Cash loans,F,N,Y,1,121500.0,339241.5,12919.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-12888,-1278,-6016.0,-4433,,True,True,False,True,False,False,Laborers,3.0,2,2,SATURDAY,14,False,False,False,False,False,False,Business Entity Type 3,,0.5996299926602833,0.4632753280912678,,0.0739,0.9776,0.6940000000000001,0.0564,0.0,0.069,0.1667,,0.052,0.0639,0.0262,0.0927,0.047,,0.0767,0.9777,0.706,0.0569,0.0,0.069,0.1667,,0.0532,0.0698,0.0273,0.0934,0.0497,,0.0739,0.9776,0.6981,0.0568,0.0,0.069,0.1667,,0.0529,0.065,0.0267,0.0932,0.048,reg oper account,block of flats,0.0512,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.5314526603757755
117644,False,Cash loans,F,Y,Y,1,675000.0,1346989.5,44644.5,1102500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,-13615,-930,-1358.0,-4849,0.0,True,True,False,True,False,False,,3.0,1,1,TUESDAY,17,False,False,False,False,False,False,Other,0.3134678685728088,0.746258730569961,0.434733248750173,0.2289,0.0966,0.994,0.9184,0.1584,0.32,0.1379,0.5417,0.5833,0.0235,0.1866,0.1467,0.0,0.0074,0.2332,0.1003,0.994,0.9216,0.1598,0.3222,0.1379,0.5417,0.5833,0.024,0.2039,0.1529,0.0,0.0078,0.2311,0.0966,0.994,0.9195,0.1594,0.32,0.1379,0.5417,0.5833,0.0239,0.1898,0.1494,0.0,0.0076,reg oper account,block of flats,0.2008,Panel,No,0.0,0.0,0.0,0.0,-1766.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4981532826309809
233180,False,Cash loans,F,Y,Y,1,112500.0,229500.0,14796.0,229500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018209,-18096,-1455,-3768.0,-1598,12.0,True,True,False,True,False,False,Laborers,3.0,3,3,THURSDAY,6,False,False,False,False,False,False,Business Entity Type 3,,0.5832298939441198,0.5082869913916046,0.4134,0.288,0.9841,0.7824,0.0407,0.44,0.3793,0.3333,0.0417,0.0597,0.3236,0.4238,0.0618,0.0587,0.4212,0.2989,0.9841,0.7909,0.0411,0.4431,0.3793,0.3333,0.0417,0.061,0.3535,0.4415,0.0623,0.0622,0.4174,0.288,0.9841,0.7853,0.041,0.44,0.3793,0.3333,0.0417,0.0607,0.3292,0.4314,0.0621,0.06,reg oper account,block of flats,0.3684,Panel,No,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.5457584426678622
178124,False,Cash loans,F,N,Y,0,135000.0,344043.0,24075.0,297000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13998,-6601,-4566.0,-3424,,True,True,False,True,False,False,Core staff,2.0,2,2,THURSDAY,13,False,False,False,False,False,False,School,,0.3285776780783497,0.6642482627052363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1758.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.496412970391793
419224,True,Cash loans,M,N,N,0,144000.0,436500.0,21231.0,436500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.01885,-10088,-111,-5890.0,-2440,,True,True,False,True,False,False,Laborers,1.0,2,2,SUNDAY,16,False,False,False,True,True,False,Construction,,0.3442063026452219,0.0444355655900398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,-719.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,1.0,0.0,0.0,0.19432093411763085
213028,False,Cash loans,M,N,Y,0,225000.0,528633.0,25560.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-16617,-500,-4607.0,-159,,True,True,False,True,False,False,Managers,2.0,2,2,WEDNESDAY,3,False,False,False,False,False,False,Business Entity Type 3,0.4352173997195424,0.4722749227543728,0.6075573001388961,0.0577,0.0486,0.9747,0.6532,,0.0,0.1034,0.1667,0.2083,0.0126,0.0471,0.0466,0.0,0.0083,0.0588,0.0504,0.9747,0.6668,,0.0,0.1034,0.1667,0.2083,0.0129,0.0514,0.0485,0.0,0.0088,0.0583,0.0486,0.9747,0.6578,,0.0,0.1034,0.1667,0.2083,0.0128,0.0479,0.0474,0.0,0.0084,reg oper account,block of flats,0.0496,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,3.0,0.5050165408709371
135586,False,Cash loans,F,Y,Y,1,126000.0,202500.0,15898.5,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-11803,-2988,-5290.0,-3254,0.0,True,True,False,True,False,True,Secretaries,3.0,2,2,MONDAY,11,False,False,False,False,False,False,Medicine,0.4553587207714995,0.4591081045878624,0.0673395087140309,0.0186,,0.9752,,,,0.1034,0.125,,,,0.0359,,0.0453,0.0189,,0.9752,,,,0.1034,0.125,,,,0.0374,,0.048,0.0187,,0.9752,,,,0.1034,0.125,,,,0.0365,,0.0462,,block of flats,0.0462,"Stone, brick",No,4.0,0.0,4.0,0.0,-850.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,5.0,0.3272687780244643
453813,True,Cash loans,F,N,N,2,292500.0,1080504.0,28633.5,774000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-15058,-654,-5107.0,-4487,,True,True,False,True,False,False,Laborers,4.0,2,2,THURSDAY,15,False,False,False,True,True,False,Construction,,0.6316458382432906,0.1253078784282391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.37847685833576483
158816,False,Cash loans,F,Y,Y,0,180000.0,2085120.0,72607.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.030755,-19578,-2877,-6414.0,-3137,4.0,True,True,False,True,True,True,High skill tech staff,2.0,2,2,FRIDAY,16,False,False,False,False,False,False,Business Entity Type 3,0.7918848478503523,0.7139935795566277,0.7862666146611379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2983.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.7640483473560393
